17698	10163	12034	5053	3315	3893	6663	4223	10368	11309	27468	3364	0	342	11130	11524	28607	8180	27868	5425	3233	3547	5063	8215	1160	8638	8294	8688	19104	14832	10960	11089	18633	14361	9401	11943	5542	8675	11845	7130	4183	4233	8923	7776	9730	15798	15927	12628	7310	8600	3312	7847	7045	8631	16410	21808	16732	17637	12317	9739	4351	12937	33261	4991	10322	9059	6437	12816	4621	18480	13349	9914	13708	9520	5477	7532	11757	9526	4412	9127	12027	11221	19108	8965	3721	11232	5536	7488	5072
17357	10505	12376	4749	2974	5627	6322	3882	10710	11651	27127	3706	342	0	11140	14907	28266	7839	27527	5084	2892	3206	5405	7874	1502	10891	7953	9030	18763	29586	10619	11431	18292	21777	9743	12285	5201	8334	13435	6789	4525	4575	8582	8118	9389	15457	15586	12559	6969	8259	3654	7506	7888	8290	16069	21467	16391	17296	11976	9398	4010	12596	32920	4650	10664	8718	6096	13158	4963	18139	13691	9573	15315	9179	5819	7874	12099	9568	4071	8786	12369	10880	18767	11211	3380	11399	5878	7147	5215
5612	2410	1845	11140	9591	9746	5347	6872	12070	13011	23160	10204	10414	10073	0	10152	21400	15752	23560	6909	11353	11667	10786	5153	10982	12379	8685	7084	20047	17735	3549	12791	5109	4872	12529	13715	10306	6639	8505	14595	6219	7569	6887	8725	4770	18132	4900	2993	7321	6498	8086	14353	14117	8360	17353	24166	17675	18580	14455	5209	7000	24309	28953	7677	11806	6365	5090	13942	8881	16777	5596	14086	21259	17091	4354	6042	11311	992	11413	4217	4274	2076	20051	6456	10678	1338	10519	26647	6368
12929	8679	9665	11736	12945	9689	8701	10226	8052	8993	16903	10800	13768	13427	9781	0	15143	11734	17303	10263	11800	12114	9548	11047	10813	8361	13533	4586	27549	11478	16582	8773	11105	11019	8511	7478	13660	18447	3986	15191	9229	8233	19190	4358	16766	26179	15235	11200	12810	18867	8880	10335	10099	19320	24855	17909	24449	26082	10437	11812	10354	13097	22696	12612	7788	12653	9926	7685	7604	12759	10678	10068	15002	13073	7708	4796	7292	8041	12009	10820	7696	10399	27553	4674	11125	9748	7640	28849	9722
18127	15204	14863	12650	30867	15341	17340	18865	5658	4848	6648	13840	15204	22066	18912	10118	0	9919	7048	18902	14907	15221	10438	24728	14554	8292	25610	13305	17294	2284	21780	7164	16303	16217	5194	6406	28805	23645	10790	18290	18212	16994	24388	11825	21964	15924	20433	19172	25376	24065	21571	11012	10989	24518	14600	7654	14194	15827	5844	22480	18993	7797	12441	28105	5694	24725	26403	4652	11303	12780	15876	8329	1508	11258	16347	13435	7058	17420	13487	21488	12894	20399	17298	11837	15700	15733	11339	18594	18361
32488	15733	17604	4016	11018	9473	15756	11926	8938	9460	10899	5206	8516	8174	16835	12119	10290	0	11299	10398	6273	6587	3276	15918	7049	4475	15997	10414	9007	10023	18878	9659	24802	24715	7360	12172	13245	16378	14582	5749	9763	12405	16626	9502	17433	7092	30716	18254	15013	16303	8892	1815	2643	16334	6313	6778	6635	7540	5560	18866	12054	6180	16692	12694	7903	16762	14140	13045	5956	5425	18918	3157	8899	1786	14762	10909	11986	15095	4853	17874	17596	17453	9011	10127	7066	16802	6334	6442	10652
25545	22622	22281	18365	34356	15985	19125	20650	10601	9791	610	20069	16496	22703	26330	17537	8382	11211	0	17371	20802	21574	11730	32147	15846	9584	33029	13749	16429	9702	29198	10923	23721	23635	7962	13825	33621	31064	18209	17425	16736	15740	31807	12837	29382	15059	27851	26590	32795	31484	16387	12304	12281	31937	13735	6789	13329	14962	6526	29898	20778	6854	6946	20904	9016	32144	20350	12070	12595	11915	23294	8670	7849	12550	18131	14278	14477	24838	19382	28906	20312	27817	16433	13496	21595	23151	12631	17729	17625
12606	7686	9557	7848	4410	3751	3052	1691	13555	14496	16923	5966	5233	4892	7870	11637	18373	12631	17323	0	7684	7998	7665	4567	6222	13864	6109	7032	16755	14008	7312	14276	13541	11884	10957	10792	5125	6778	10165	11581	707	2194	6391	6896	6082	20249	7603	9289	5568	6637	2091	12298	9647	7001	14061	26259	14383	15288	12883	6091	1819	15543	22716	3469	13291	5411	2789	11665	5589	22931	10872	15571	16981	11996	2540	5306	10606	7049	8863	5479	9550	7285	16759	7941	8172	8129	7227	11939	1099
20502	11261	13132	2954	6119	6244	9467	7027	11832	12773	21091	3519	3617	3275	12228	12424	22230	6625	21491	8229	0	314	6112	11019	3099	9677	11098	9588	12728	23551	13764	12553	21437	15459	10121	12843	8346	11479	12745	3897	6535	6584	11727	8676	12534	9422	18731	13726	10114	11404	5663	6293	6675	11435	10034	15432	10356	11261	10762	12543	7155	11382	26884	7795	11042	11863	9241	13716	5521	12104	14447	8359	21697	6220	7829	8432	12657	10624	2388	11931	13125	12846	12732	9865	2166	12330	6253	4255	7424
20314	11073	12944	3106	5931	6056	9279	6839	11644	12585	20773	3832	3429	3087	12040	12236	21912	6437	21173	8041	470	0	5924	10831	2911	9489	10910	9400	12410	23233	13576	12365	21249	15271	9933	12655	8158	11291	12557	3579	6347	6396	11539	8488	12346	9104	18543	13538	9926	11216	5475	6105	6487	11247	9716	15114	10038	10943	10574	12355	6967	11194	26566	7607	10854	11675	9053	13528	5333	11786	14259	8171	21379	6372	7641	8244	12469	10436	2670	11743	12937	12658	12414	9677	1978	12142	6566	3937	7236
19949	10988	12859	2473	9476	6407	9539	10384	6258	7199	10884	2916	4976	5318	11955	9551	10275	3044	11284	7332	4731	5045	0	11054	4326	3814	14455	7638	11380	10008	13363	7406	18125	15186	4578	9604	10366	13265	10988	6494	6697	6747	13099	6726	12569	9465	14090	13076	12055	13124	5826	2711	2221	14792	8686	8399	9008	9913	7181	12578	10512	7801	16677	11152	5499	11898	9276	10477	2609	7469	14174	4778	8884	4384	7991	6675	9418	10351	3311	11966	12852	12297	11384	7559	5524	11680	2987	6853	7586
8677	7454	6784	11619	7389	7522	4484	4670	14986	15927	31358	9737	8212	7871	4939	13068	29598	15610	31758	4667	10663	10977	11436	0	9201	15295	3221	11869	29242	25933	2922	15707	9612	13096	15445	14413	8104	2849	16703	23123	4508	5965	3097	11641	1692	25937	3213	5486	1857	2708	5862	15277	13418	3789	26548	31946	26870	27775	17371	1628	4798	20031	37151	4074	14722	1482	2373	22140	9360	28618	12755	17002	18412	15767	4593	8958	14227	5327	11842	1016	15089	3248	29246	9372	11151	6224	10998	21696	4126
18841	10011	11882	3916	4458	3741	6873	5366	10320	11261	14997	2227	1142	1484	10978	10912	15138	7430	15397	4666	2586	2900	4352	8388	0	7927	9437	8076	12823	14871	10697	11041	19776	14209	8690	11331	6685	9818	11233	6483	4031	4081	10066	7164	9903	10908	11424	12476	8453	10458	3160	7098	6334	9774	10129	15812	10451	11356	11567	9912	5494	12187	20790	6134	9611	9232	6610	12204	4009	10997	13197	9164	13746	8065	5325	6920	11145	9374	3649	9300	11875	10301	12827	8353	1883	11080	4825	6841	4920
19068	11258	13129	6468	11220	8175	11281	12806	4463	5404	8851	6369	8429	8771	12360	7644	8242	4889	9251	9561	8725	9039	3663	13626	7779	0	16112	5939	13941	7975	14403	5184	17244	15456	2885	7697	12758	16599	10107	10192	8926	7930	16394	5027	15903	12571	15754	13779	15389	16458	8577	4449	4213	17004	11247	6844	10841	12474	4811	14391	12934	6246	14644	15191	3428	15232	12506	8570	4785	5914	14443	3223	6851	6228	10287	6434	7511	10620	7305	13399	13121	12978	13945	5652	9518	12327	4821	10885	9815
9775	11135	9422	25572	8145	9906	6732	5635	17235	18176	33263	12120	9025	8684	7577	21642	34402	26610	33663	6837	11476	11790	13820	3308	10014	17544	0	14118	24899	35722	4318	17956	10710	14194	17694	23011	6083	1749	17801	18780	6755	8212	1997	13890	3088	21594	4496	8124	2233	1674	8394	16090	16472	893	22205	27603	22527	23432	32937	4667	5763	29159	39056	3366	16971	3450	4620	23238	12631	24275	13853	27735	33869	25451	7608	11207	23663	8345	12655	4014	16187	5886	24903	11621	11964	8862	14269	17353	6373
14467	6656	8527	7674	10923	5953	6679	8204	7489	8430	13914	6738	8136	8478	7758	5571	12307	11171	14314	6128	8575	8889	7320	9025	7967	7798	11511	0	16581	10132	9802	8210	12643	10854	7948	6916	9699	11997	5506	11129	5493	4497	11793	2156	11301	14666	11153	9177	10787	11856	5144	9538	9302	12403	13887	12988	14209	15114	9874	9790	8332	12534	19707	10590	7225	10630	7904	7789	5415	12196	9841	9505	10915	11822	5686	1832	6730	6018	7947	8798	8519	8376	16585	1050	7900	7878	7053	11488	6382
30338	20296	31236	8948	25340	15752	19478	17038	19658	18848	16197	10652	13628	13286	33825	26491	17336	9986	16597	16678	11385	11699	11663	29304	12495	13070	25576	17139	0	18657	29913	21164	31273	32590	17307	22779	24605	28379	27163	8008	16043	16084	29123	16227	28308	3639	28566	33597	26464	28943	15172	10765	11120	24715	3553	10537	3062	2290	15871	29887	17166	12093	21990	17806	18361	29301	30979	21025	13009	7210	32249	10669	16803	8827	17337	15983	23431	19659	9965	30010	29267	32133	782	18722	12178	32106	13387	9467	16932
16611	13688	13347	12485	29351	12807	15824	17349	5556	4746	8165	13716	15114	20550	17396	8602	2089	9754	8565	17386	14742	15056	10273	23212	14945	8127	24094	9457	18811	0	20264	7062	14787	14701	5092	4890	27289	22129	9274	19807	16696	15478	22872	9291	20448	17441	18917	17656	23860	22549	20055	10847	10824	23002	16117	9171	15711	17344	5679	20964	17477	8339	13958	26589	5592	23209	24887	3026	11017	10855	14360	8164	2723	11093	14831	11919	5542	15904	13322	19972	11378	18883	18815	9303	15535	14217	11207	20111	16845
5483	5670	5105	14988	13396	9510	7097	7283	15002	15943	28163	11724	10825	10484	3260	17349	26403	18684	28563	7280	13276	13590	13423	2900	10745	15311	4425	11885	30150	22739	0	15723	6418	9902	15461	18719	11334	3090	13509	24031	7121	8578	3338	11657	1221	26845	1351	3806	4260	2949	7849	17285	17049	4811	27456	29169	27778	28683	17387	2548	7411	29312	33956	6687	14738	3307	4986	18946	12729	29526	9561	17018	26262	30702	5375	8974	19371	4028	14455	2657	11895	1568	30154	9388	13764	4544	15324	22604	6739
23436	12730	14601	10240	13478	11057	12753	14278	2343	3223	10192	10141	10980	11322	13832	9116	7100	9250	10592	14314	12497	12811	7435	15099	11551	5289	17584	7278	21937	6833	15876	0	21612	21525	3359	9170	15016	18071	16099	14553	11258	10262	17866	7112	17375	20567	25741	15251	16861	17930	10909	8221	7985	18476	19243	9266	18837	20470	6152	15864	14406	8812	15985	16663	2408	16704	13978	9961	7043	10275	21184	7584	5708	10589	11760	7906	8984	12092	11077	14872	18202	14450	21941	7124	13290	13799	7079	15246	13773
2250	4819	3291	14909	15617	13760	9116	16558	15839	25714	25120	13973	18604	18263	3769	14305	23360	19521	25520	13448	21055	21369	14555	9478	14996	16148	10360	10853	32371	19695	6529	16560	0	3929	16298	15675	13555	8395	10465	26252	13289	11583	9138	12494	6713	29066	5182	4030	10126	8815	12100	18122	17886	9268	29677	26125	29999	30904	26270	7229	10769	26268	30913	12855	15575	9475	11153	15902	13095	31747	3594	17855	23219	32923	8123	9811	16327	4761	15182	6237	4436	4488	32375	10225	14692	3875	14288	24825	12907
2671	3775	2247	13865	16038	12716	8072	9597	14795	15736	22979	12929	13139	12798	2725	12165	21219	18477	23379	9634	14323	14637	13511	6521	13952	15104	10781	9809	32792	17555	4917	15516	2167	0	15254	13535	13976	8816	8325	26673	8944	10539	9559	11450	7134	29487	5603	2986	10547	9236	11056	17078	16842	9689	30098	23985	30420	31325	24130	6577	9725	24128	28772	13276	14531	9896	11574	13762	12051	32168	3225	16811	21078	33344	7079	8767	14187	3717	14138	5585	4286	3444	32796	9181	13648	2831	13244	25246	9093
21485	12427	14298	7386	12355	9310	12450	13975	2626	3433	7033	7287	9347	9689	13529	8813	5149	6073	7433	10696	9643	9957	4581	14795	8697	2435	17281	7074	18016	4882	15572	3347	19661	19574	0	8866	13893	17768	14148	11376	10061	9065	17563	6162	17072	16646	23790	14948	16558	17627	9712	5367	5131	27876	15322	6106	14916	16549	2993	15560	14103	4998	12826	14229	1440	16401	13675	8010	5920	7098	19233	4407	3757	7412	11456	7603	8680	11789	8223	14568	16251	14147	18020	6821	10436	13496	5956	12069	10950
14428	11698	11164	11441	15965	9596	11721	13246	7891	8832	12419	10505	11903	12245	15213	6419	5906	11573	12819	13282	12342	12656	9387	21029	11734	8200	21911	6246	23065	4520	18081	8612	12604	12518	8350	0	25107	19946	7091	24061	10323	9327	20689	6080	18265	21695	16734	15473	21677	20366	9974	10174	9938	20819	20371	13425	19965	21598	13570	18781	13374	13568	18212	15631	7626	21026	12946	1641	7806	18551	12177	9907	10518	12912	10727	6874	1105	11060	11714	17789	9195	16700	23069	6092	11667	12034	7996	24365	12741
12697	11668	13539	9926	2597	6519	6012	3572	14134	15075	33459	8734	5618	5277	10830	14597	34598	13016	33859	4774	8069	8383	10434	7564	6607	13796	7644	10576	25095	35919	12273	14855	13632	17117	13916	15942	0	8024	20724	18976	5688	5738	8272	10440	10668	21790	10926	15957	6659	11303	4817	12683	13065	7074	22401	27799	22723	23628	15842	9088	3700	29355	39252	4341	13869	8408	5786	26161	9245	24471	16776	14750	17560	14356	6982	8850	15756	9258	9248	8476	19109	14493	25099	10901	8557	11089	10883	17549	4905
7720	8734	12914	12825	9791	9398	6619	4975	17121	18062	30401	11612	8516	8175	6324	19587	28641	15915	30801	6134	10968	11282	13312	2832	9505	17430	1898	14004	26545	24976	3065	17842	8655	12139	17580	20956	7729	0	15746	20426	6642	8099	744	13776	1835	23240	2734	6871	1732	421	7886	15582	15964	1597	23851	29249	24173	25078	31551	3414	4726	30805	36194	4372	16857	2196	4507	21183	12123	25921	11798	29381	28500	27097	7494	11093	21608	7092	12147	3538	14132	4633	26549	11507	11456	7609	13761	18999	6260
9953	8239	6689	11087	12505	9366	8261	9786	10423	11364	17627	10151	13328	12987	9341	6147	15867	14105	18027	9823	11988	12302	10733	10607	11380	10732	13093	6063	28272	12202	13606	11144	8129	8043	10882	8182	13220	15471	0	14542	9133	7910	16214	6015	13790	26902	12259	10760	12370	15891	9742	12706	12470	16344	25578	18632	25172	26805	12808	11372	9914	18775	23420	12172	10159	12213	9486	8409	8828	15130	7702	12439	15726	15444	7268	4351	8834	7601	11360	10380	4720	12225	28276	4809	11313	7559	10745	14901	9282
25252	14357	16228	3888	9215	9340	12563	10123	13921	20734	18083	5153	6713	6371	15324	28377	19222	6406	18483	11325	3754	3280	6803	24219	6195	9458	20490	11639	8009	20543	24828	14642	26187	29672	12343	24665	19520	23294	29049	0	9631	9680	24038	10727	23223	4536	23481	28512	13210	23858	8759	7185	7540	19629	5315	12424	5637	6542	17757	24802	10251	13980	23876	10891	12886	24216	12337	22911	7509	9096	29331	8140	18689	5247	10925	10483	25317	13720	4056	24925	31153	27048	8013	11916	5262	15426	7887	1247	10520
12396	7522	9393	7684	4872	3587	2842	2153	13345	14286	19770	5802	5695	5354	7660	11427	18163	11198	20170	1430	8146	8460	7501	4357	4823	13654	6120	6868	16591	15988	7102	14066	13331	11720	13804	12772	5587	6568	9955	12043	0	2030	6402	6732	5872	20711	7393	9079	5358	6427	1927	9719	9483	7012	13897	18844	14219	15124	15730	5881	2282	18390	25563	3931	13081	5201	2579	13645	5425	18052	10708	15361	16771	11832	1833	5142	12586	6088	9325	5269	9386	6809	16595	7731	8634	7919	7063	12401	889
15479	7254	9125	5654	5678	1457	5976	6783	8285	9226	14032	4718	3806	4148	8221	8118	13103	9168	14432	3769	5139	5453	5300	7491	3637	7946	9254	5282	14561	11753	10313	9006	13655	11452	8066	8537	7216	9702	8439	9036	3134	0	9536	4370	9006	12646	10527	9719	8492	9561	2263	7518	7282	10146	11867	13106	12189	13094	9992	9015	5416	12652	19825	7552	8020	8335	5713	9410	3395	12344	10440	9653	11711	9802	4428	4126	8351	6617	5927	8403	9118	8839	14565	5559	4464	8323	5033	9394	4023
7616	7990	7425	13009	11426	8912	5875	6061	16377	17318	30297	11127	9603	9262	5580	19483	28537	17001	30697	6057	12054	12368	12826	2088	10592	16686	2571	13260	28180	24872	2321	17098	8551	12035	16836	20852	9364	1236	15642	22061	5898	7355	0	13032	1091	24875	2612	6127	2406	1095	7252	16668	14808	2957	25486	30884	25808	26713	18762	2670	6189	31446	36090	5465	16113	1452	3763	21079	10750	27556	11694	18393	28396	28732	6750	10349	21504	6348	13233	2794	14028	3889	28184	10763	12542	6865	12388	20634	5516
15429	7619	9490	8615	11885	6327	7641	9166	6527	7468	12468	7679	9077	12367	8721	4337	11345	9755	12868	6502	8438	8752	7160	9987	7451	6382	12473	941	17522	9169	10764	7248	13605	11817	6502	5953	12600	12959	6468	12070	5867	4871	12755	0	12263	15607	12115	10140	11749	12818	5518	7947	7711	13365	14828	11542	15150	16055	8428	10752	9294	11088	18261	11552	6263	11592	8866	6826	4242	10780	10804	8089	9953	11094	6648	2795	5767	6981	8888	9760	9482	9339	17526	2013	7763	8688	4278	12429	6756
5652	6899	6334	13011	11508	8914	5876	6062	16378	17319	28332	11129	9604	9263	4489	17518	26572	17002	28732	6059	12055	12369	12828	1679	10593	16687	3204	13261	28262	22908	1230	17099	6587	10071	16837	18888	9446	1869	13678	22143	5900	7357	2117	13033	0	24957	1521	5036	3039	1728	7254	16669	14810	3590	25568	29338	25890	26795	29483	1579	6190	29481	34125	5466	16114	2086	3765	19115	10752	27638	9730	18394	26431	28814	6751	10350	19540	5257	13234	1499	12064	2798	28266	10764	12543	5774	12390	20716	5518
27511	18233	30032	6885	22514	13689	17415	14975	18454	17644	14993	8589	11565	11223	30999	25287	16132	7923	15393	14615	9322	7812	9600	26478	10432	11866	22749	15076	3773	17453	27087	19960	28446	31386	16103	21575	21779	25553	25959	4532	13980	14021	26297	14164	25482	0	25740	30771	23637	26117	13109	8702	9057	21888	1484	9334	1806	2302	14667	27061	15103	10890	20786	15743	17157	26475	28153	19821	10946	6006	31045	9465	15599	6764	15274	13920	22227	17596	7902	27184	28063	29307	5356	17518	10115	30902	11324	5887	14869
4132	7016	9326	29472	12045	10460	7422	7608	16349	27406	26812	12675	11150	10809	4606	15998	25052	30510	27212	7605	13601	13915	14374	3636	12139	16658	4750	13232	28799	21388	1347	17070	5067	8551	16808	17368	9983	2710	12158	22680	7446	8903	3454	13004	1531	25494	0	5153	4795	3274	8800	31289	31644	3609	26105	27818	26427	27332	27963	2858	7736	27961	32605	7012	16085	3632	5311	17595	12298	28175	8210	31635	24911	29351	6722	10321	18020	5374	14780	2778	10544	2915	28803	10735	14089	5891	13936	21253	7064
5030	3923	3485	14078	16158	10552	7289	8935	14784	15725	27710	13142	12477	12136	2938	16896	25950	18466	28110	8971	14928	15242	13724	4635	11787	15093	8167	10022	32912	22286	3031	15505	5965	5311	15243	18266	14096	6121	13056	26793	8282	9334	6369	11439	4252	29607	4382	0	6803	5980	8891	17067	16831	9809	30218	28716	30540	31445	17169	4691	9063	28859	33503	8129	14520	5847	6428	18493	11782	32288	5631	16800	25809	19805	6417	8756	18918	3706	14351	3699	5787	1464	32916	9170	15416	2979	13457	25366	8692
10394	8901	8621	11092	5961	7665	4498	3242	15001	15942	21426	9879	6783	6442	7738	13083	19819	14182	21826	4401	9235	9549	11579	2488	7772	15310	2524	11884	27423	17644	5100	15722	11329	14813	15460	14428	6675	2359	11611	13132	4522	5979	2607	11656	3870	24118	5391	8285	0	2284	6153	13849	14231	3416	24729	30127	25051	25956	17386	4694	2994	20046	27219	2640	14737	3199	2387	15301	10390	26799	14472	17017	18427	15522	5374	8973	14242	6284	10414	3194	10764	6047	27427	9387	9723	8114	12028	19877	4140
10711	10213	8861	12404	7273	8977	5810	4554	16313	17254	33392	11191	8095	7754	7016	14395	31632	15494	33792	5713	10547	10861	12891	2387	9084	16622	1959	13196	26840	27967	5417	17034	11646	15130	16772	15740	7987	1847	18737	14444	5833	7290	2095	12968	4187	23535	5708	7563	1311	0	7465	15161	15543	2820	24146	29544	24468	25373	18698	3705	4305	31100	39185	3951	16049	3516	3698	16613	11702	26216	14789	18329	19739	16834	6686	10285	15554	7595	11726	3093	12076	5325	26844	10699	11035	8301	13340	19294	5451
13770	7354	9225	5564	5019	1661	4216	3527	9275	10216	15023	3875	3065	3407	8321	10027	14093	8618	15423	2009	4874	5188	5574	5731	2896	8937	7494	7191	14471	13826	8040	9996	13755	11552	9057	10446	5000	7942	10348	8771	1374	1424	7776	6279	7246	12556	8767	9819	6732	7801	0	7792	7556	8386	11777	14097	12099	13004	10983	7255	3656	13643	20816	5335	9010	6575	3953	11319	4386	13335	10540	10644	12701	9713	2668	6035	10260	6717	5653	6643	9218	7644	14475	7468	4199	8423	6024	9129	2263
26643	15750	17621	4782	11784	8620	15773	12692	8955	9477	10916	5972	7189	8940	16852	12136	10307	1815	11316	9545	7039	7353	2423	13267	6539	4492	16763	10431	10678	10040	18895	9676	24819	24732	7377	12189	12579	17144	14599	7420	8910	12422	17392	9519	14782	8763	20246	18271	14268	15337	8039	0	1178	17100	7984	6795	8306	9211	5577	18883	12820	6197	16709	13460	7920	14111	11489	13062	4822	5865	18935	3174	8916	3457	14779	10926	12003	15112	5619	17891	17613	17470	10682	10144	7832	16819	5200	8113	9799
